Age,DistanceFromHome,Education,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,avg_work_hours,TenureRatio,PromotionGap,IncomePerYear,IsOverworked,ManagerStability,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
0.6767733434024675,-0.5240702813846054,3,0,3,-0.41253029550356957,2.1117688455521484,-0.07176269794270107,1,-0.5436171885520504,3,-0.48694782986785323,-0.3626847392182116,-0.30625779858265256,1.0,3.0,2.0,3,3,-0.12878838707071077,-0.28790349128432857,-0.13312924084375446,-0.24516196288687475,0,0.4851083042606727,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-1.2946548552107124,-0.5240702813846054,2,0,3,-0.8117146350509694,0.9174653053146611,-0.6138321031177785,0,-0.6730458281583412,3,-0.8186180995777119,-0.6744735004377967,-0.587200487129722,1.0,1.0,3.0,3,3,-0.8931660584034219,-1.0394160157214225,-0.8740784726185438,-0.3992314305358674,0,0.7254833608630621,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2.3196301755801176,-0.8904489952953738,4,1,1,-0.8725998941441281,0.5193641252354988,-0.8848668057053172,1,3.339241999636673,3,1.5030737883912986,3.690569156636396,2.7841117754351106,2.0,2.0,2.0,3,3,-0.8257209697564181,-0.564776526603258,2.176888952336471,-0.6632692255095797,0,1.2910717293392726,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.6375121223396525,1.4299495261394926,3,1,2,0.7575814796036852,-0.6749394150019883,-0.8848668057053172,0,-0.6730458281583412,1,-0.15527756015799463,-0.6744735004377967,-0.8681431756767913,3.0,1.0,2.0,3,3,0.6805526766933367,0.9646173827774945,-0.8740784726185438,0.4704724469969077,1,-1.163177798155712,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.23867818815509417,-0.8904489952953738,1,1,2,-0.27682477083466295,-0.27683823492282594,0.741341409819915,1,-0.5436171885520504,3,-0.8186180995777119,-0.05089597799862642,-0.587200487129722,3.0,4.0,3.0,2,3,-1.1104891218215458,-1.1646681031276047,1.595752299964087,-0.1793549635469204,0,0.7254833608630621,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.1851310663988692,0.2086871464369313,3,1,2,-0.8959678280918545,-0.6749394150019883,1.0123761124074537,3,-0.5436171885520504,2,0.010557574696934706,-0.6744735004377967,0.817512955605625,3.0,1.0,3.0,2,3,-0.03136770346948292,1.0272434264805859,-0.8740784726185438,-0.4795929005039317,0,1.4766554127455294,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.2243922874616842,-0.8904489952953738,3,1,2,2.8499762991432243,0.12126294515633641,-0.34279740053023977,0,1.6566696847548927,2,2.4980845975208745,0.5726815444405439,0.817512955605625,4.0,4.0,3.0,4,3,-0.36859314670450216,1.0447787187174513,-0.2297747928143792,-0.058573649434504986,0,-0.580902816323837,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.8565596999633391,-0.15769156747383706,3,0,4,-0.24659652600320034,0.5193641252354988,-0.34279740053023977,0,-0.025902630126887333,3,0.010557574696934706,-0.3626847392182116,0.817512955605625,3.0,4.0,3.0,4,3,-1.0280562356974303,0.004351379330096985,-0.4109852027593005,-0.3482214763344916,0,1.4766554127455294,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
-0.8565596999633391,-0.5240702813846054,3,1,1,-0.28218438871258184,0.5193641252354988,-1.1559015082928559,0,-0.4141885489457596,3,-0.6527829647227825,-0.3626847392182116,-0.587200487129722,4.0,4.0,4.0,2,3,-0.21871517193338277,-0.8724132325131795,0.05210806709994281,-0.24121146371638777,0,0.12454571935708857,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
-0.5279883335278092,0.08656090846667518,1,1,1,-0.8798889744580978,0.5193641252354988,-0.8848668057053172,2,-0.2847599093394689,2,-0.15527756015799463,-0.6744735004377967,-0.025315110035583163,4.0,1.0,3.0,3,3,0.24590654985708896,0.06280235345298187,-0.8740784726185438,-0.5204909629689207,1,0.3820904228596486,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.8958209210261542,1.1856970501989803,3,1,3,-0.5928278409167614,0.12126294515633641,0.47030670723237633,1,1.3978124055423111,2,-1.1502883692875705,-0.6744735004377967,-1.1490858642238606,2.0,2.0,3.0,3,3,-1.2528731978541099,-2.041432714970881,-0.8740784726185438,-0.5821657582566334,0,-1.6782672051608325,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.772011231520901,-0.03556532950358094,3,1,1,-0.5415898940038567,1.3155664853938234,0.19927200464483763,1,1.3978124055423111,3,1.668908923246228,4.0023579178559805,-0.587200487129722,3.0,3.0,4.0,3,3,-0.8781782609263102,0.5507409200440224,2.2132099931097446,-0.5735234763184514,0,-1.2776421108235168,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
-0.6375121223396525,0.08656090846667518,4,0,3,-0.06887159717140955,-1.0730405950811506,-0.6138321031177785,1,-1.0613317469772134,3,-0.8186180995777119,-0.3626847392182116,-0.587200487129722,1.0,3.0,3.0,3,3,-0.33861755175027813,-0.28790349128432857,0.3608369136727716,0.5582448157847955,0,0.7254833608630621,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
-0.7470359111514958,-0.7683227573251177,2,1,3,-1.139937633894723,2.5098700256313107,1.0123761124074537,0,-1.0613317469772134,2,-0.9844532344326412,-0.6744735004377967,-1.1490858642238606,3.0,4.0,3.0,2,3,0.3733028284125408,-1.1646681031276047,-0.8740784726185438,-0.48052854504431025,1,-1.6782672051608325,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.3339160762735276,-0.7683227573251177,4,1,1,-0.3683670441895178,0.12126294515633641,-1.1559015082928559,1,-0.4141885489457596,4,-0.32111269501292394,-0.6744735004377967,-0.025315110035583163,4.0,4.0,4.0,3,3,0.021089587700409255,-0.09306691087471153,-0.8740784726185438,-0.2783600173195637,0,0.7254833608630621,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-2.061321376893616,-1.01257523326563,4,1,2,-0.798851552143964,-0.6749394150019883,1.8254802201700697,1,-1.4496176657960858,2,-1.1502883692875705,-0.6744735004377967,-1.1490858642238606,4.0,4.0,4.0,3,4,0.17096756247152928,-2.041432714970881,-0.8740784726185438,1.5469092134514082,0,-1.6782672051608325,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-1.0756072775870258,2.4069594299015415,1,1,2,-0.4547640843815705,-0.6749394150019883,-0.34279740053023977,0,-0.2847599093394689,2,0.3422278444067933,-0.3626847392182116,0.817512955605625,4.0,1.0,2.0,2,3,-0.21122127319482628,1.1149198876649136,-0.5036038567311492,-0.35556801865153753,0,0.8456708891642568,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.5529636538972142,1.6742020020800048,3,0,2,2.7496442524685825,2.5098700256313107,1.2834108149949923,0,0.8800978471171481,2,0.5080629792617226,-0.05089597799862642,0.817512955605625,1.0,3.0,4.0,3,4,0.7554916640788963,-0.19561247951135222,-0.20048826191418986,0.12831888528362526,1,0.6162219714983397,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-1.1851310663988692,-0.15769156747383706,2,1,2,0.35346629160859994,-0.6749394150019883,-0.07176269794270107,0,-1.320189026189795,3,-0.9844532344326412,-0.6744735004377967,-1.1490858642238606,1.0,3.0,2.0,4,3,0.11101637256308126,-0.28790349128432857,-0.8740784726185438,2.6509697710980356,0,-1.6782672051608325,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-1.7327500104580857,-0.8904489952953738,3,1,2,1.5673125485996728,-0.6749394150019883,-0.8848668057053172,1,-1.4496176657960858,3,-1.1502883692875705,-0.6744735004377967,-1.1490858642238606,3.0,4.0,3.0,3,3,-1.2603670965926659,-2.041432714970881,-0.8740784726185438,10.726205917591392,0,-1.6782672051608325,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.5672495545906242,-0.8904489952953738,4,0,1,-0.7437546803589578,0.5193641252354988,-0.07176269794270107,3,-0.4141885489457596,3,-0.8186180995777119,-0.05089597799862642,-1.1490858642238606,2.0,3.0,3.0,2,3,0.09602857508596893,-1.2620863933324133,1.595752299964087,-0.44016876696921803,0,-1.6782672051608325,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2.1005825979564308,-1.01257523326563,2,0,2,-0.26117468663113974,-0.27683823492282594,-1.1559015082928559,0,0.8800978471171481,4,-0.32111269501292394,-0.6744735004377967,-0.30625779858265256,1.0,3.0,3.0,3,3,-0.5784223113840702,-1.1185225972411166,-0.8740784726185438,-0.4864269357725442,0,0.12454571935708857,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.23867818815509417,2.4069594299015415,1,0,1,-0.21143743272405235,1.3155664853938234,-0.6138321031177785,2,1.2683837659360204,3,2.0005791929560863,4.0023579178559805,-0.587200487129722,3.0,2.0,3.0,3,3,0.5381686006607732,0.9873904895786187,1.9044811465369162,-0.5088625079943581,1,-1.317704620257248,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.5279883335278092,0.33081338440718744,5,1,1,0.6647528979581298,-0.6749394150019883,-0.6138321031177785,1,-0.1553312697331781,3,0.5080629792617226,0.8844703056601291,-0.30625779858265256,2.0,2.0,3.0,2,3,-0.6533612987696306,1.146802237186487,0.8098970541423408,0.006554771339801189,0,-0.6949147008783302,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.8565596999633391,-0.6461965193548616,3,1,5,-0.5906839937655939,-0.6749394150019883,-0.6138321031177785,0,-1.1907603865835044,3,-0.8186180995777119,-0.05089597799862642,-0.587200487129722,2.0,2.0,3.0,3,3,-0.6533612987696306,0.2966062499445221,1.595752299964087,0.30797722798429505,0,0.7254833608630621,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.7470359111514958,0.08656090846667518,4,0,2,-0.18957019178214324,0.9174653053146611,-0.6138321031177785,0,-0.4141885489457596,3,-0.32111269501292394,-0.6744735004377967,-0.025315110035583163,4.0,1.0,3.0,2,3,0.605613689307777,-0.09306691087471153,-0.8740784726185438,-0.20129062999357186,1,0.7254833608630621,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.9910588091445875,1.1856970501989803,3,1,1,-0.3786575105151221,1.3155664853938234,-0.34279740053023977,3,1.6566696847548927,0,2.0005791929560863,0.26089278322095877,1.0984556441526943,1.0,3.0,2.0,4,3,0.7479977653403406,0.6239317050326788,-0.31836654878745185,-0.5595801126558446,1,-0.23601686554649554,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
-0.8565596999633391,2.4069594299015415,4,1,2,-0.9259816882082004,-1.0730405950811506,-1.1559015082928559,1,-0.1553312697331781,3,0.3422278444067933,-0.6744735004377967,1.0984556441526943,4.0,3.0,3.0,2,3,2.28424700674432,0.8279787419707505,-0.8740784726185438,-0.5544539146891648,1,1.2062334740678413,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.9910588091445875,-0.8904489952953738,3,0,2,0.2359834677246176,1.7136676654729859,0.19927200464483763,0,2.5626701619989283,2,0.3422278444067933,1.1962590668797142,-0.587200487129722,3.0,1.0,4.0,2,3,-1.1779342104685495,-1.0550725266471952,1.348769222705824,-0.5191238823349232,0,-0.9571420353536639,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.8958209210261542,-1.01257523326563,2,0,1,0.1365089599104428,-0.27683823492282594,-0.8848668057053172,1,1.7860983243611834,5,-0.9844532344326412,-0.6744735004377967,-1.1490858642238606,2.0,1.0,3.0,3,3,-0.6533612987696306,-1.906545851610377,-0.8740784726185438,-0.4887014400893258,0,-1.6782672051608325,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.01963061053140752,0.45293962237744356,4,0,3,-0.6179108525854219,0.9174653053146611,-1.1559015082928559,0,-0.1553312697331781,1,-0.32111269501292394,-0.6744735004377967,-1.1490858642238606,3.0,4.0,3.0,1,3,-0.20372737445627045,-0.44731523889219704,-0.8740784726185438,-0.4458057365458193,0,-1.6782672051608325,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.8958209210261542,-0.8904489952953738,3,0,2,0.8407627490689865,1.3155664853938234,-0.8848668057053172,2,1.5272410451486018,2,2.0005791929560863,3.066991634197225,1.0984556441526943,4.0,4.0,3.0,3,3,-0.8182270710178622,0.7349885558661603,1.348769222705824,-0.3559838606694835,0,-0.23601686554649554,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-1.4041786440225559,-1.01257523326563,3,0,1,-0.6515692528587526,-0.6749394150019883,-0.07176269794270107,2,-0.6730458281583412,2,-0.15527756015799463,-0.3626847392182116,-0.025315110035583163,2.0,4.0,3.0,2,3,1.0102842211898,0.9646173827774945,-0.3448290213508372,-0.3104788627056785,1,0.3820904228596486,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
-0.5279883335278092,-0.7683227573251177,4,0,4,-0.7306772127368356,-0.27683823492282594,1.2834108149949923,0,-0.4141885489457596,3,-0.32111269501292394,-0.6744735004377967,-0.30625779858265256,2.0,4.0,2.0,3,4,0.11101637256308126,-0.09306691087471153,-0.8740784726185438,-0.43453179739261666,0,0.12454571935708857,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.4577257657787809,0.2086871464369313,3,1,1,2.235120936188368,-0.27683823492282594,-0.07176269794270107,1,1.2683837659360204,2,1.8347440581011571,-0.6744735004377967,1.9412837097939024,1.0,3.0,4.0,3,3,0.13349806877874945,0.8279787419707505,-0.8740784726185438,-0.0774453162852907,0,0.409200391649392,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.9660834887751825,-0.2798178054440932,5,0,2,2.2889314996826737,0.9174653053146611,-0.07176269794270107,1,-0.6730458281583412,2,-0.48694782986785323,-0.6744735004377967,-0.30625779858265256,3.0,4.0,2.0,2,3,-1.0205623369588737,-0.03739931647196403,-0.8740784726185438,1.319146599622128,0,0.4851083042606727,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.23867818815509417,-1.01257523326563,4,1,1,2.833897445509468,-0.6749394150019883,1.8254802201700697,1,1.2683837659360204,6,2.332249462665945,2.75520287297764,1.660341021246833,3.0,1.0,3.0,3,4,2.47159447520822,1.3062139847943557,0.9782946068184294,0.028140752453179825,1,-0.039346364689995215,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
-1.1851310663988692,-0.7683227573251177,3,1,2,1.6116901846288412,-0.6749394150019883,-1.1559015082928559,2,-0.8024744677646319,1,-0.32111269501292394,-0.3626847392182116,-0.30625779858265256,1.0,3.0,3.0,2,3,0.021089587700409255,0.8811159911733732,-0.2566207794728861,1.2203346153578167,0,0.12454571935708857,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.30894075590412245,1.796328240050261,3,1,4,-0.7941350884113954,-1.0730405950811506,-1.1559015082928559,1,0.23295464908569422,2,0.8397332489715813,-0.05089597799862642,1.9412837097939024,1.0,2.0,3.0,3,3,-1.192922007945662,0.9646173827774945,-0.3041175250994751,-0.5523801051451225,0,1.3726469747925722,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0053447098379975,-0.6461965193548616,1,1,5,-0.7579040715566636,0.9174653053146611,-0.6138321031177785,0,2.174384243180056,3,-0.8186180995777119,-0.3626847392182116,-0.587200487129722,1.0,3.0,2.0,3,3,-1.132970818037214,-1.7995666151520462,0.3608369136727716,-0.6317874942271852,0,0.7254833608630621,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.6375121223396525,1.3078232881692364,1,0,3,0.741931395400162,-1.0730405950811506,-0.6138321031177785,1,-0.6730458281583412,3,-0.32111269501292394,-0.6744735004377967,-0.30625779858265256,3.0,4.0,3.0,2,3,1.085223208575361,0.4636090331527654,-0.8740784726185438,0.4617991706226055,1,0.12454571935708857,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
